;id_strony;tytul;typ_wydarzenia_lista;link_do_obrazka_lista;sciezka_do_pobranego_obrazka;obiekty;ulice;miasta;data_rozpoczecia;data_zakonczenia;godzina_rozpoczecia;czy_stale;hashtagi;czy_na_zewnatrz
2985;54074;Billie Eilish w Tauron Arenie Kraków;Muzyka rozrywkowa;http://media.krakow.travel/photos/67107/m.jpg;obrazy_wydarzen_karnet/54074.jpg;TAURON Arena Kraków;ul. Lema 7;Kraków;2025-06-03;;18:00;;#muzyka #rozrywkowa;0
2989;50406;Sztuka (Teatr Ludowy);Spektakle teatralne;http://media.krakow.travel/photos/63036/m.jpg;obrazy_wydarzen_karnet/50406.jpg;Teatr Ludowy – Scena Pod Ratuszem;Rynek Główny 1;Kraków;2025-06-03;;19:00;;#spektakle #teatralne;0
3971;971;Szalone nożyczki;Spektakle teatralne;http://media.krakow.travel/photos/54758/m.jpg;obrazy_wydarzen_karnet/971.jpg;Teatr Bagatela im. Tadeusza Boya-Żeleńskiego;ul. Karmelicka 6;Kraków;2025-06-03;;19:15;;#spektakle #teatralne;1
1886;971;Szalone nożyczki;Spektakle teatralne;http://media.krakow.travel/photos/54758/m.jpg;obrazy_wydarzen_karnet/971.jpg;Teatr Bagatela im. Tadeusza Boya-Żeleńskiego;ul. Karmelicka 6;Kraków;2025-06-03;;19:15;;#spektakle #teatralne;0
1446;57889;Królewna Śnieżka;Spektakle taneczne;http://media.krakow.travel/photos/71332/m.jpg;obrazy_wydarzen_karnet/57889.jpg;Krakowski Teatr Variété;ul. Grzegórzecka 71;Kraków;2025-06-03;;18:00;;#spektakle #taneczne;0
694;57889;Królewna Śnieżka;Spektakle taneczne;http://media.krakow.travel/photos/71332/m.jpg;obrazy_wydarzen_karnet/57889.jpg;Krakowski Teatr Variété;ul. Grzegórzecka 71;Kraków;2025-06-03;;18:00;;#spektakle #taneczne;0
3002;58542;Od nowa;Spektakle teatralne;http://media.krakow.travel/photos/72766/m.jpg;obrazy_wydarzen_karnet/58542.jpg;Teatr im. Juliusza Słowackiego – Scena Miniatura (Dom Machin);pl. Świętego Ducha 2;Kraków;2025-06-04;;19:00;;#spektakle #teatralne;0
3515;58542;Od nowa;Spektakle teatralne;http://media.krakow.travel/photos/72766/m.jpg;obrazy_wydarzen_karnet/58542.jpg;Teatr im. Juliusza Słowackiego – Scena Miniatura (Dom Machin);pl. Świętego Ducha 2;Kraków;2025-06-04;;19:00;;#spektakle #teatralne;0
806;56351;Pyza na polskich dróżkach;Spektakle teatralne;http://media.krakow.travel/photos/65842/m.jpg;obrazy_wydarzen_karnet/56351.jpg;Teatr Ludowy;os. Teatralne 34;Kraków;2025-06-04;;09:00;;#spektakle #teatralne;1
3004;9207;... i zawsze przy mnie stój;Spektakle teatralne;http://media.krakow.travel/photos/10259/m.jpg;obrazy_wydarzen_karnet/9207.jpg;sztuka na wynos;ul. Starowiślna 55/6;Kraków;2025-06-04;;19:30;;#spektakle #teatralne;1
3498;59839;Historie z plakatu;Wystawy czasowe;http://media.krakow.travel/photos/73347/m.jpg;obrazy_wydarzen_karnet/59839.jpg;Nowohuckie Centrum Kultury;al. Jana Pawła II 232;Kraków;2025-06-04;2025-07-13;18:00;;#wystawy #czasowe;1
1212;56351;Pyza na polskich dróżkach;Spektakle teatralne;http://media.krakow.travel/photos/65842/m.jpg;obrazy_wydarzen_karnet/56351.jpg;Teatr Ludowy;os. Teatralne 34;Kraków;2025-06-04;;09:00;;#spektakle #teatralne;0
3003;59626;Kacper Ruciński: Zaznacz mosty;Kabaret;http://media.krakow.travel/photos/64268/m.jpg;obrazy_wydarzen_karnet/59626.jpg;Nowohuckie Centrum Kultury;al. Jana Pawła II 232;Kraków;2025-06-04;;19:00;;#kabaret;0
3001;59839;Historie z plakatu;Wystawy czasowe;http://media.krakow.travel/photos/73347/m.jpg;obrazy_wydarzen_karnet/59839.jpg;Nowohuckie Centrum Kultury;al. Jana Pawła II 232;Kraków;2025-06-04;2025-07-13;18:00;;#wystawy #czasowe;0
3000;32724;Miłość ci wszystko wybaczy;Muzyka rozrywkowa;http://media.krakow.travel/photos/40124/m.jpg;obrazy_wydarzen_karnet/32724.jpg;Cabaret;ul. Krakowska 5;Kraków;2025-06-04;;18:00;;#muzyka #rozrywkowa;0
2467;58542;Od nowa;Spektakle teatralne;http://media.krakow.travel/photos/72766/m.jpg;obrazy_wydarzen_karnet/58542.jpg;Teatr im. Juliusza Słowackiego – Scena Miniatura (Dom Machin);pl. Świętego Ducha 2;Kraków;2025-06-04;;19:00;;#spektakle #teatralne;0
2999;59812;Blask Montparnasse’u. Sylwia Zientek w rozmowie z Delfiną Jałowik;Wykłady, spacery i warsztaty artystyczne;http://media.krakow.travel/photos/73317/m.jpg;obrazy_wydarzen_karnet/59812.jpg;Bunkier Sztuki;pl. Szczepański 3a;Kraków;2025-06-04;;17:30;;#wykłady #spacery #warsztaty #artystyczne;1
2998;46503;Teatr Ludowy: Calineczka;Spektakle teatralne;http://media.krakow.travel/photos/58773/m.jpg;obrazy_wydarzen_karnet/46503.jpg;Teatralny Instytut Młodych;os. Teatralne 23;Kraków;2025-06-04;;11:15;;#spektakle #teatralne;0
2997;49714;Bajki dla niegrzecznych;Spektakle teatralne;http://media.krakow.travel/photos/65144/m.jpg;obrazy_wydarzen_karnet/49714.jpg;Teatr Bagatela im. Tadeusza Boya-Żeleńskiego;ul. Karmelicka 6;Kraków;2025-06-04;;11:00;;#spektakle #teatralne;1
1749;56351;Pyza na polskich dróżkach;Spektakle teatralne;http://media.krakow.travel/photos/65842/m.jpg;obrazy_wydarzen_karnet/56351.jpg;Teatr Ludowy;os. Teatralne 34;Kraków;2025-06-04;;09:00;;#spektakle #teatralne;1
2996;56351;Pyza na polskich dróżkach;Spektakle teatralne;http://media.krakow.travel/photos/65842/m.jpg;obrazy_wydarzen_karnet/56351.jpg;Teatr Ludowy;os. Teatralne 34;Kraków;2025-06-04;;09:00;;#spektakle #teatralne;1
2695;32724;Miłość ci wszystko wybaczy;Muzyka rozrywkowa;http://media.krakow.travel/photos/40124/m.jpg;obrazy_wydarzen_karnet/32724.jpg;Cabaret;ul. Krakowska 5;Kraków;2025-06-04;;18:00;;#muzyka #rozrywkowa;0
2420;46503;Teatr Ludowy: Calineczka;Spektakle teatralne;http://media.krakow.travel/photos/58773/m.jpg;obrazy_wydarzen_karnet/46503.jpg;Teatralny Instytut Młodych;os. Teatralne 23;Kraków;2025-06-04;;11:15;;#spektakle #teatralne;0
2209;32724;Miłość ci wszystko wybaczy;Muzyka rozrywkowa;http://media.krakow.travel/photos/40124/m.jpg;obrazy_wydarzen_karnet/32724.jpg;Cabaret;ul. Krakowska 5;Kraków;2025-06-04;;18:00;;#muzyka #rozrywkowa;1
3015;57313;Piosenka francuska i cancan;Spektakle taneczne;http://media.krakow.travel/photos/70750/m.jpg;obrazy_wydarzen_karnet/57313.jpg;Teatr Cabaret w Krakowie;Krakowska 5;Kraków;2025-06-05;;20:00;;#spektakle #taneczne;1
3013;53206;Nie pytaj. Ciechowski;Spektakle teatralne;http://media.krakow.travel/photos/66117/m.jpg;obrazy_wydarzen_karnet/53206.jpg;Teatr Nowy Proxima;ul. Krakowska 41;Kraków;2025-06-05;;19:15;;#spektakle #teatralne;0
3014;59807;Sinfonietta Nova: Pianohooligan;Muzyka klasyczna;http://media.krakow.travel/photos/73313/m.jpg;obrazy_wydarzen_karnet/59807.jpg;Teatr Łaźnia Nowa;os. Szkolne 25;Kraków;2025-06-05;;19:30;;#muzyka #klasyczna;0
2466;57313;Piosenka francuska i cancan;Spektakle taneczne;http://media.krakow.travel/photos/70750/m.jpg;obrazy_wydarzen_karnet/57313.jpg;Teatr Cabaret w Krakowie;Krakowska 5;Kraków;2025-06-05;;20:00;;#spektakle #taneczne;1
3012;59593;Capella Cracoviensis: 55. urodziny;Muzyka klasyczna;http://media.krakow.travel/photos/26406/m.jpg;obrazy_wydarzen_karnet/59593.jpg;Filharmonia Krakowska;ul. Zwierzyniecka 1;Kraków;2025-06-05;;19:00;;#muzyka #klasyczna;1
2565;6265;Sarenki;Spektakle teatralne;http://media.krakow.travel/photos/22767/m.jpg;obrazy_wydarzen_karnet/6265.jpg;Teatr Ludowy – Scena Pod Ratuszem;Rynek Główny 1;Kraków;2025-06-05;;19:00;;#spektakle #teatralne;0
3010;6265;Sarenki;Spektakle teatralne;http://media.krakow.travel/photos/22767/m.jpg;obrazy_wydarzen_karnet/6265.jpg;Teatr Ludowy – Scena Pod Ratuszem;Rynek Główny 1;Kraków;2025-06-05;;19:00;;#spektakle #teatralne;1
3009;59830;Trust Me / Zaufaj mi. Pokazy specjalne w Agrafce i Kice;Pokazy filmowe;http://media.krakow.travel/photos/73338/m.jpg;obrazy_wydarzen_karnet/59830.jpg;Kino Agrafka;ul. Krowoderska 8;Kraków;2025-06-05;;18:30;;#pokazy #filmowe;1
3008;59674;Reporter slam;Inne wydarzenia literackie;http://media.krakow.travel/photos/73161/m.jpg;obrazy_wydarzen_karnet/59674.jpg;Goethe-Institut Krakau;ul. Podgórska 34;Kraków;2025-06-05;;18:00;;#inne #wydarzenia #literackie;1
3007;59815;Pułapka projektowania cyfrowego: zdrowie psychiczne w świecie online;Spotkania i slajdowiska;http://media.krakow.travel/photos/73323/m.jpg;obrazy_wydarzen_karnet/59815.jpg;Instytut Cervantesa w Krakowie;ul. Kanonicza 12;Kraków;2025-06-05;;12:00;;#spotkania #slajdowiska;1
3006;20886;Kopciuszek;Spektakle teatralne;http://media.krakow.travel/photos/54601/m.jpg;obrazy_wydarzen_karnet/20886.jpg;Narodowy Stary Teatr – Scena Kameralna;ul. Starowiślna 21;Kraków;2025-06-05;;12:00;;#spektakle #teatralne;0
3005;59825;VW Beach Pro Tour Futures 2025;Wydarzenia sportowe;http://media.krakow.travel/photos/73333/m.jpg;obrazy_wydarzen_karnet/59825.jpg;Plac Jana Nowaka-Jeziorańskiego;;Kraków;2025-06-05;2025-06-08;;;#wydarzenia #sportowe;0
3016;59723;Slam w Magazynie Kultury;Inne wydarzenia literackie;http://media.krakow.travel/photos/71326/m.jpg;obrazy_wydarzen_karnet/59723.jpg;Kolanko Nº 6;ul. Józefa 17;Kraków;2025-06-05;;20:00;;#inne #wydarzenia #literackie;1
2583;56531;RENT;Spektakle teatralne;http://media.krakow.travel/photos/69902/m.jpg;obrazy_wydarzen_karnet/56531.jpg;Krakowski Teatr Variété;ul. Grzegórzecka 71;Kraków;2025-06-05;;19:00;;#spektakle #teatralne;0
3011;56531;RENT;Spektakle teatralne;http://media.krakow.travel/photos/69902/m.jpg;obrazy_wydarzen_karnet/56531.jpg;Krakowski Teatr Variété;ul. Grzegórzecka 71;Kraków;2025-06-05;;19:00;;#spektakle #teatralne;1
3017;59747;Monty Python i Święty Graal. Pokazy specjalne w Kinie KIKA;Pokazy filmowe;http://media.krakow.travel/photos/73240/m.jpg;obrazy_wydarzen_karnet/59747.jpg;Kinokawiarnia KIKA;ul. Krasickiego 18;Kraków;2025-06-05;;20:00;;#pokazy #filmowe;1
2825;59747;Monty Python i Święty Graal. Pokazy specjalne w Kinie KIKA;Pokazy filmowe;http://media.krakow.travel/photos/73240/m.jpg;obrazy_wydarzen_karnet/59747.jpg;Kinokawiarnia KIKA;ul. Krasickiego 18;Kraków;2025-06-05;;20:00;;#pokazy #filmowe;1
1439;57313;Piosenka francuska i cancan;Spektakle taneczne;http://media.krakow.travel/photos/70750/m.jpg;obrazy_wydarzen_karnet/57313.jpg;Teatr Cabaret w Krakowie;Krakowska 5;Kraków;2025-06-05;;20:00;;#spektakle #taneczne;0
1847;57313;Piosenka francuska i cancan;Spektakle taneczne;http://media.krakow.travel/photos/70750/m.jpg;obrazy_wydarzen_karnet/57313.jpg;Teatr Cabaret w Krakowie;Krakowska 5;Kraków;2025-06-05;;20:00;;#spektakle #taneczne;0
3019;26329;Kto pocieszy pechowego nosorożca?;Spektakle teatralne;http://media.krakow.travel/photos/32812/m.jpg;obrazy_wydarzen_karnet/26329.jpg;Teatr Groteska;ul. Skarbowa 2;Kraków;2025-06-06;;09:00;;#spektakle #teatralne;1
3033;44126;Pijacy (Teatr Bagatela);Spektakle teatralne;http://media.krakow.travel/photos/62290/m.jpg;obrazy_wydarzen_karnet/44126.jpg;Teatr Bagatela im. Tadeusza Boya-Żeleńskiego;ul. Karmelicka 6;Kraków;2025-06-06;;19:15;;#spektakle #teatralne;1
3034;31939;Kolacja dla głupca;Spektakle teatralne;http://media.krakow.travel/photos/39246/m.jpg;obrazy_wydarzen_karnet/31939.jpg;Teatr Ludowy;os. Teatralne 34;Kraków;2025-06-06;;19:30;;#spektakle #teatralne;0
3035;59417;Gustav Mahler Festival;Muzyka klasyczna;http://media.krakow.travel/photos/72879/m.jpg;obrazy_wydarzen_karnet/59417.jpg;Filharmonia Krakowska;ul. Zwierzyniecka 1;Kraków;2025-06-06;;19:30;;#muzyka #klasyczna;1
3036;59760;Trzeci Krakowski Nocny Przejazd Rowerowy;Wydarzenia sportowe;http://media.krakow.travel/photos/73264/m.jpg;obrazy_wydarzen_karnet/59760.jpg;Gmach Główny;al. 3 Maja 1;Kraków;2025-06-06;;19:30;;#wydarzenia #sportowe;0
3037;59198;Ferry Corsten w Hype Parku;Muzyka klubowa;http://media.krakow.travel/photos/72644/m.jpg;obrazy_wydarzen_karnet/59198.jpg;Hype Park / Kamienna12;ul. Kamienna 12;Kraków;2025-06-06;;22:00;;#muzyka #klubowa;0
1460;39279;Wujaszek Wania;Spektakle teatralne;http://media.krakow.travel/photos/49477/m.jpg;obrazy_wydarzen_karnet/39279.jpg;Teatr Ludowy – Scena Pod Ratuszem;Rynek Główny 1;Kraków;2025-06-06;;19:00;;#spektakle #teatralne;0
1739;59101;Has. Kroniki wyobraźni. Przegląd filmów Wojciecha Jerzego Hasa w Kinie Paradox;Festiwale i przeglądy filmowe;http://media.krakow.travel/photos/72542/m.jpg;obrazy_wydarzen_karnet/59101.jpg;Kino Paradox;ul. Krupnicza 38;Kraków;2025-06-06;;;;#festiwale #przeglądy #filmowe;0
3954;59819;Nie odwracaj wzroku  Refleksje wokół pokazu „Olimpii” Katarzyny Kozyry;Wystawy czasowe;http://media.krakow.travel/photos/73326/m.jpg;obrazy_wydarzen_karnet/59819.jpg;MuFo Rakowicka;ul. Rakowicka 22a;Kraków;2025-06-06;;18:00;;#wystawy #czasowe;0
3955;59774;Poza spojrzeniem;W gminach Metropolii;http://media.krakow.travel/photos/73282/m.jpg;obrazy_wydarzen_karnet/59774.jpg;Folwark Kultura w Owczarach;ul. Długa 72;Owczary;2025-06-06;2025-08-31;18:30;;#WGminach #Metropolii;0
1890;43459;Marzenia polskie / Les rêves polonais;Spektakle teatralne;http://media.krakow.travel/photos/55098/m.jpg;obrazy_wydarzen_karnet/43459.jpg;Narodowy Stary Teatr im. Heleny Modrzejewskiej;ul. Jagiellońska 1;Kraków;2025-06-06;;12:00;;#spektakle #teatralne;1
3977;44126;Pijacy (Teatr Bagatela);Spektakle teatralne;http://media.krakow.travel/photos/62290/m.jpg;obrazy_wydarzen_karnet/44126.jpg;Teatr Bagatela im. Tadeusza Boya-Żeleńskiego;ul. Karmelicka 6;Kraków;2025-06-06;;19:15;;#spektakle #teatralne;1
2655;59417;Gustav Mahler Festival;Muzyka klasyczna;http://media.krakow.travel/photos/72879/m.jpg;obrazy_wydarzen_karnet/59417.jpg;Filharmonia Krakowska;ul. Zwierzyniecka 1;Kraków;2025-06-06;;19:30;;#muzyka #klasyczna;1
4245;59577;Piękno soli;W gminach Metropolii;http://media.krakow.travel/photos/55829/m.jpg;obrazy_wydarzen_karnet/59577.jpg;Muzeum Żup Krakowskich Wieliczka;ul. Zamkowa 8;Wieliczka;2025-06-06;2025-10-31;;;#WGminach #Metropolii;1
4246;59819;Nie odwracaj wzroku  Refleksje wokół pokazu „Olimpii” Katarzyny Kozyry;Wystawy czasowe;http://media.krakow.travel/photos/73326/m.jpg;obrazy_wydarzen_karnet/59819.jpg;MuFo Rakowicka;ul. Rakowicka 22a;Kraków;2025-06-06;;18:00;;#wystawy #czasowe;1
4248;59101;Has. Kroniki wyobraźni. Przegląd filmów Wojciecha Jerzego Hasa w Kinie Paradox;Festiwale i przeglądy filmowe;http://media.krakow.travel/photos/72542/m.jpg;obrazy_wydarzen_karnet/59101.jpg;Kino Paradox;ul. Krupnicza 38;Kraków;2025-06-06;;;;#festiwale #przeglądy #filmowe;0
4533;59577;Piękno soli;W gminach Metropolii;http://media.krakow.travel/photos/55829/m.jpg;obrazy_wydarzen_karnet/59577.jpg;Muzeum Żup Krakowskich Wieliczka;ul. Zamkowa 8;Wieliczka;2025-06-06;2025-10-31;;;#WGminach #Metropolii;0
4534;59101;Has. Kroniki wyobraźni. Przegląd filmów Wojciecha Jerzego Hasa w Kinie Paradox;Festiwale i przeglądy filmowe;http://media.krakow.travel/photos/72542/m.jpg;obrazy_wydarzen_karnet/59101.jpg;Kino Paradox;ul. Krupnicza 38;Kraków;2025-06-06;;;;#festiwale #przeglądy #filmowe;0
3032;43399;Piosenki odnowa. Kamila Klimczak;Inne przedstawienia;http://media.krakow.travel/photos/65143/m.jpg;obrazy_wydarzen_karnet/43399.jpg;Teatr Bagatela – Scena na Sarego 7;ul. Sarego 7;Kraków;2025-06-06;;19:15;;#inne #przedstawienia;0
3018;59101;Has. Kroniki wyobraźni. Przegląd filmów Wojciecha Jerzego Hasa w Kinie Paradox;Festiwale i przeglądy filmowe;http://media.krakow.travel/photos/72542/m.jpg;obrazy_wydarzen_karnet/59101.jpg;Kino Paradox;ul. Krupnicza 38;Kraków;2025-06-06;;;;#festiwale #przeglądy #filmowe;0
3031;59765;Bardzo Czarodziejska Góra, czyli impro literackie z Thomasem Mannem;Inne przedstawienia;http://media.krakow.travel/photos/73270/m.jpg;obrazy_wydarzen_karnet/59765.jpg;Goethe-Institut Krakau;ul. Podgórska 34;Kraków;2025-06-06;;19:00;;#inne #przedstawienia;1
3028;39279;Wujaszek Wania;Spektakle teatralne;http://media.krakow.travel/photos/49477/m.jpg;obrazy_wydarzen_karnet/39279.jpg;Teatr Ludowy – Scena Pod Ratuszem;Rynek Główny 1;Kraków;2025-06-06;;19:00;;#spektakle #teatralne;1
3020;59577;Piękno soli;W gminach Metropolii;http://media.krakow.travel/photos/55829/m.jpg;obrazy_wydarzen_karnet/59577.jpg;Muzeum Żup Krakowskich Wieliczka;ul. Zamkowa 8;Wieliczka;2025-06-06;2025-10-31;;;#WGminach #Metropolii;1
1967;43399;Piosenki odnowa. Kamila Klimczak;Inne przedstawienia;http://media.krakow.travel/photos/65143/m.jpg;obrazy_wydarzen_karnet/43399.jpg;Teatr Bagatela – Scena na Sarego 7;ul. Sarego 7;Kraków;2025-06-06;;19:15;;#inne #przedstawienia;0
3511;59101;Has. Kroniki wyobraźni. Przegląd filmów Wojciecha Jerzego Hasa w Kinie Paradox;Festiwale i przeglądy filmowe;http://media.krakow.travel/photos/72542/m.jpg;obrazy_wydarzen_karnet/59101.jpg;Kino Paradox;ul. Krupnicza 38;Kraków;2025-06-06;;;;#festiwale #przeglądy #filmowe;0
2461;31939;Kolacja dla głupca;Spektakle teatralne;http://media.krakow.travel/photos/39246/m.jpg;obrazy_wydarzen_karnet/31939.jpg;Teatr Ludowy;os. Teatralne 34;Kraków;2025-06-06;;19:30;;#spektakle #teatralne;1
3021;43459;Marzenia polskie / Les rêves polonais;Spektakle teatralne;http://media.krakow.travel/photos/55098/m.jpg;obrazy_wydarzen_karnet/43459.jpg;Narodowy Stary Teatr im. Heleny Modrzejewskiej;ul. Jagiellońska 1;Kraków;2025-06-06;;12:00;;#spektakle #teatralne;0
3022;59683;Pierwsza randka. Rozmowy o relacjach. Spotkanie z Natalią Kusiak;Spotkania i wykłady literackie;http://media.krakow.travel/photos/73166/m.jpg;obrazy_wydarzen_karnet/59683.jpg;Puro Hotel;ul. Halicka 14a;Kraków;2025-06-06;;18:00;;#spotkania #wykłady #literackie;0
3023;59804;Krótka historia fortepianu;Muzyka klasyczna;http://media.krakow.travel/photos/68399/m.jpg;obrazy_wydarzen_karnet/59804.jpg;Fortepiano Atelier;ul. Kopernika 19 (wejście nr 2 / entrance No. 2);Kraków;2025-06-06;;18:00;;#muzyka #klasyczna;1
3024;59819;Nie odwracaj wzroku  Refleksje wokół pokazu „Olimpii” Katarzyny Kozyry;Wystawy czasowe;http://media.krakow.travel/photos/73326/m.jpg;obrazy_wydarzen_karnet/59819.jpg;MuFo Rakowicka;ul. Rakowicka 22a;Kraków;2025-06-06;;18:00;;#wystawy #czasowe;1
945;26329;Kto pocieszy pechowego nosorożca?;Spektakle teatralne;http://media.krakow.travel/photos/32812/m.jpg;obrazy_wydarzen_karnet/26329.jpg;Teatr Groteska;ul. Skarbowa 2;Kraków;2025-06-06;;09:00;;#spektakle #teatralne;0
1144;26329;Kto pocieszy pechowego nosorożca?;Spektakle teatralne;http://media.krakow.travel/photos/32812/m.jpg;obrazy_wydarzen_karnet/26329.jpg;Teatr Groteska;ul. Skarbowa 2;Kraków;2025-06-06;;09:00;;#spektakle #teatralne;1
3501;59774;Poza spojrzeniem;W gminach Metropolii;http://media.krakow.travel/photos/73282/m.jpg;obrazy_wydarzen_karnet/59774.jpg;Folwark Kultura w Owczarach;ul. Długa 72;Owczary;2025-06-06;2025-08-31;18:30;;#WGminach #Metropolii;1
3025;59774;Poza spojrzeniem;W gminach Metropolii;http://media.krakow.travel/photos/73282/m.jpg;obrazy_wydarzen_karnet/59774.jpg;Folwark Kultura w Owczarach;ul. Długa 72;Owczary;2025-06-06;2025-08-31;18:30;;#WGminach #Metropolii;0
3026;24095;Pocieszne wykwintnisie. Komedia Pana Moliera;Spektakle teatralne;http://media.krakow.travel/photos/31016/m.jpg;obrazy_wydarzen_karnet/24095.jpg;Teatr Praska 52;ul. Praska 52;Kraków;2025-06-06;;19:00;;#spektakle #teatralne;1
3953;59577;Piękno soli;W gminach Metropolii;http://media.krakow.travel/photos/55829/m.jpg;obrazy_wydarzen_karnet/59577.jpg;Muzeum Żup Krakowskich Wieliczka;ul. Zamkowa 8;Wieliczka;2025-06-06;2025-10-31;;;#WGminach #Metropolii;0
2523;24095;Pocieszne wykwintnisie. Komedia Pana Moliera;Spektakle teatralne;http://media.krakow.travel/photos/31016/m.jpg;obrazy_wydarzen_karnet/24095.jpg;Teatr Praska 52;ul. Praska 52;Kraków;2025-06-06;;19:00;;#spektakle #teatralne;0
3500;59819;Nie odwracaj wzroku  Refleksje wokół pokazu „Olimpii” Katarzyny Kozyry;Wystawy czasowe;http://media.krakow.travel/photos/73326/m.jpg;obrazy_wydarzen_karnet/59819.jpg;MuFo Rakowicka;ul. Rakowicka 22a;Kraków;2025-06-06;;18:00;;#wystawy #czasowe;1
2540;59101;Has. Kroniki wyobraźni. Przegląd filmów Wojciecha Jerzego Hasa w Kinie Paradox;Festiwale i przeglądy filmowe;http://media.krakow.travel/photos/72542/m.jpg;obrazy_wydarzen_karnet/59101.jpg;Kino Paradox;ul. Krupnicza 38;Kraków;2025-06-06;;;;#festiwale #przeglądy #filmowe;1
3027;37596;Misery (Teatr Barakah);Spektakle teatralne;http://media.krakow.travel/photos/46794/m.jpg;obrazy_wydarzen_karnet/37596.jpg;Teatr Barakah;ul. Paulińska 28;Kraków;2025-06-06;;19:00;;#spektakle #teatralne;0
3499;59577;Piękno soli;W gminach Metropolii;http://media.krakow.travel/photos/55829/m.jpg;obrazy_wydarzen_karnet/59577.jpg;Muzeum Żup Krakowskich Wieliczka;ul. Zamkowa 8;Wieliczka;2025-06-06;2025-10-31;;;#WGminach #Metropolii;1
3030;58878;Najdroższy;Spektakle teatralne;http://media.krakow.travel/photos/72307/m.jpg;obrazy_wydarzen_karnet/58878.jpg;Kino Kijów;al. Krasińskiego 34;Kraków;2025-06-06;;19:00;;#spektakle #teatralne;0
1919;44126;Pijacy (Teatr Bagatela);Spektakle teatralne;http://media.krakow.travel/photos/62290/m.jpg;obrazy_wydarzen_karnet/44126.jpg;Teatr Bagatela im. Tadeusza Boya-Żeleńskiego;ul. Karmelicka 6;Kraków;2025-06-06;;19:15;;#spektakle #teatralne;0
2344;59370;Lata 20, lata 30;Spektakle taneczne;http://media.krakow.travel/photos/72822/m.jpg;obrazy_wydarzen_karnet/59370.jpg;Teatr Cabaret w Krakowie;Krakowska 5;Kraków;2025-06-07;;19:00;;#spektakle #taneczne;0
2642;58868;Burleska Opera Buffa Show;Spektakle taneczne;http://media.krakow.travel/photos/72296/m.jpg;obrazy_wydarzen_karnet/58868.jpg;Klub 6 Brygady Powietrznodesantowej Kraków;ul. Zyblikiewicza 1;Kraków;2025-06-07;;21:00;;#spektakle #taneczne;1
1304;55708;Bardziej to czuję, niż wiem – komediowe show improwizowane;Inne przedstawienia;http://media.krakow.travel/photos/69002/m.jpg;obrazy_wydarzen_karnet/55708.jpg;Buda;ul. Czapskich 2;Kraków;2025-06-07;;17:00;;#inne #przedstawienia;0
1815;38455;Trzy siostry w STU;Spektakle teatralne;http://media.krakow.travel/photos/48176/m.jpg;obrazy_wydarzen_karnet/38455.jpg;Krakowski Teatr Scena STU;al. Krasińskiego 16;Kraków;2025-06-07;;19:00;;#spektakle #teatralne;1
