id_strony,tytul,typ_wydarzenia_lista,link_do_obrazka_lista,sciezka_do_pobranego_obrazka,obiekty,ulice,miasta,data_rozpoczecia,data_zakonczenia,godzina_rozpoczecia,czy_stale,hashtagi,likes,info_clicks,shares,watch_time,saves,score
2987,59651,Jak zostałem prezesem,W gminach Metropolii,http://media.krakow.travel/photos/73133/m.jpg,obrazy_wydarzen_karnet/59651.jpg,Biblioteka Publiczna Gminy Michałowice,pl. Piłsudskiego 2,Michałowice,2025-06-03,2025-06-18,18:00,,#WGminach #Metropolii,53,19,13,35,4,90.8
2992,59831,Watch Out! It's Koraly Dimitriadis! Spotkanie z autorką i Open Mic,Spotkania i wykłady literackie,http://media.krakow.travel/photos/73339/m.jpg,obrazy_wydarzen_karnet/59831.jpg,Café Szafé,ul. Felicjanek 10,Kraków,2025-06-03,,19:00,,#spotkania #wykłady #literackie,39,29,15,114,6,118.00000000000001
2993,971,Szalone nożyczki,Spektakle teatralne,http://media.krakow.travel/photos/54758/m.jpg,obrazy_wydarzen_karnet/971.jpg,Teatr Bagatela im. Tadeusza Boya-Żeleńskiego,ul. Karmelicka 6,Kraków,2025-06-03,,19:15,,#spektakle #teatralne,45,21,10,107,4,111.39999999999999
2994,59037,Me First and the Gimme Gimmes w Hype Parku,Muzyka rozrywkowa,http://media.krakow.travel/photos/72482/m.jpg,obrazy_wydarzen_karnet/59037.jpg,Hype Park / Kamienna12,ul. Kamienna 12,Kraków,2025-06-03,,19:30,,#muzyka #rozrywkowa,60,16,9,35,3,92.8
2995,59708,Nytt Land w Gwarku,Muzyka rozrywkowa,http://media.krakow.travel/photos/73192/m.jpg,obrazy_wydarzen_karnet/59708.jpg,Gwarek,ul. Reymonta 17,Kraków,2025-06-03,,20:00,,#muzyka #rozrywkowa,57,16,15,14,2,84.8
2988,59826,Wałęsa w Kolonos (online),Spektakle teatralne,http://media.krakow.travel/photos/48719/m.jpg,obrazy_wydarzen_karnet/59826.jpg,Teatr Łaźnia Nowa,os. Szkolne 25,Kraków,2025-06-03,,18:00,,#spektakle #teatralne,52,15,10,69,3,98.19999999999999
2984,59837,Kino Bambino. Wszystkie odcienie światła,Cykle filmowe,http://media.krakow.travel/photos/73296/m.jpg,obrazy_wydarzen_karnet/59837.jpg,Kinokawiarnia KIKA,ul. Krasickiego 18,Kraków,2025-06-03,,11:00,,#cykle #filmowe,43,21,7,46,5,83.4
2986,57889,Królewna Śnieżka,Spektakle taneczne,http://media.krakow.travel/photos/71332/m.jpg,obrazy_wydarzen_karnet/57889.jpg,Krakowski Teatr Variété,ul. Grzegórzecka 71,Kraków,2025-06-03,,18:00,,#spektakle #taneczne,45,18,8,55,11,88.4
2991,59772,Ostatnia nadzieja,Spektakle teatralne,http://media.krakow.travel/photos/73279/m.jpg,obrazy_wydarzen_karnet/59772.jpg,Teatr Łaźnia Nowa,os. Szkolne 25,Kraków,2025-06-03,,19:00,,#spektakle #teatralne,53,21,9,68,4,103.2
2985,54074,Billie Eilish w Tauron Arenie Kraków,Muzyka rozrywkowa,http://media.krakow.travel/photos/67107/m.jpg,obrazy_wydarzen_karnet/54074.jpg,TAURON Arena Kraków,ul. Lema 7,Kraków,2025-06-03,,18:00,,#muzyka #rozrywkowa,62,11,15,12,6,85.8
2989,50406,Sztuka (Teatr Ludowy),Spektakle teatralne,http://media.krakow.travel/photos/63036/m.jpg,obrazy_wydarzen_karnet/50406.jpg,Teatr Ludowy – Scena Pod Ratuszem,Rynek Główny 1,Kraków,2025-06-03,,19:00,,#spektakle #teatralne,48,25,10,33,8,88.8
3971,971,Szalone nożyczki,Spektakle teatralne,http://media.krakow.travel/photos/54758/m.jpg,obrazy_wydarzen_karnet/971.jpg,Teatr Bagatela im. Tadeusza Boya-Żeleńskiego,ul. Karmelicka 6,Kraków,2025-06-03,,19:15,,#spektakle #teatralne,45,25,11,140,8,129.2
1886,971,Szalone nożyczki,Spektakle teatralne,http://media.krakow.travel/photos/54758/m.jpg,obrazy_wydarzen_karnet/971.jpg,Teatr Bagatela im. Tadeusza Boya-Żeleńskiego,ul. Karmelicka 6,Kraków,2025-06-03,,19:15,,#spektakle #teatralne,58,14,5,56,4,95.4
1446,57889,Królewna Śnieżka,Spektakle taneczne,http://media.krakow.travel/photos/71332/m.jpg,obrazy_wydarzen_karnet/57889.jpg,Krakowski Teatr Variété,ul. Grzegórzecka 71,Kraków,2025-06-03,,18:00,,#spektakle #taneczne,42,17,10,72,12,92.80000000000001
694,57889,Królewna Śnieżka,Spektakle taneczne,http://media.krakow.travel/photos/71332/m.jpg,obrazy_wydarzen_karnet/57889.jpg,Krakowski Teatr Variété,ul. Grzegórzecka 71,Kraków,2025-06-03,,18:00,,#spektakle #taneczne,64,24,8,53,7,110.60000000000001
3002,58542,Od nowa,Spektakle teatralne,http://media.krakow.travel/photos/72766/m.jpg,obrazy_wydarzen_karnet/58542.jpg,Teatr im. Juliusza Słowackiego – Scena Miniatura (Dom Machin),pl. Świętego Ducha 2,Kraków,2025-06-04,,19:00,,#spektakle #teatralne,51,20,12,70,1,102.4
3515,58542,Od nowa,Spektakle teatralne,http://media.krakow.travel/photos/72766/m.jpg,obrazy_wydarzen_karnet/58542.jpg,Teatr im. Juliusza Słowackiego – Scena Miniatura (Dom Machin),pl. Świętego Ducha 2,Kraków,2025-06-04,,19:00,,#spektakle #teatralne,41,19,5,105,1,101.4
806,56351,Pyza na polskich dróżkach,Spektakle teatralne,http://media.krakow.travel/photos/65842/m.jpg,obrazy_wydarzen_karnet/56351.jpg,Teatr Ludowy,os. Teatralne 34,Kraków,2025-06-04,,09:00,,#spektakle #teatralne,60,14,5,6,7,78.00000000000001
3004,9207,... i zawsze przy mnie stój,Spektakle teatralne,http://media.krakow.travel/photos/10259/m.jpg,obrazy_wydarzen_karnet/9207.jpg,sztuka na wynos,ul. Starowiślna 55/6,Kraków,2025-06-04,,19:30,,#spektakle #teatralne,54,11,10,82,3,102.19999999999999
3498,59839,Historie z plakatu,Wystawy czasowe,http://media.krakow.travel/photos/73347/m.jpg,obrazy_wydarzen_karnet/59839.jpg,Nowohuckie Centrum Kultury,al. Jana Pawła II 232,Kraków,2025-06-04,2025-07-13,18:00,,#wystawy #czasowe,47,15,6,46,4,81.8
1212,56351,Pyza na polskich dróżkach,Spektakle teatralne,http://media.krakow.travel/photos/65842/m.jpg,obrazy_wydarzen_karnet/56351.jpg,Teatr Ludowy,os. Teatralne 34,Kraków,2025-06-04,,09:00,,#spektakle #teatralne,57,18,11,92,2,115.20000000000002
3003,59626,Kacper Ruciński: Zaznacz mosty,Kabaret,http://media.krakow.travel/photos/64268/m.jpg,obrazy_wydarzen_karnet/59626.jpg,Nowohuckie Centrum Kultury,al. Jana Pawła II 232,Kraków,2025-06-04,,19:00,,#kabaret,50,25,10,36,3,91.0
3001,59839,Historie z plakatu,Wystawy czasowe,http://media.krakow.travel/photos/73347/m.jpg,obrazy_wydarzen_karnet/59839.jpg,Nowohuckie Centrum Kultury,al. Jana Pawła II 232,Kraków,2025-06-04,2025-07-13,18:00,,#wystawy #czasowe,57,20,9,35,8,94.0
3000,32724,Miłość ci wszystko wybaczy,Muzyka rozrywkowa,http://media.krakow.travel/photos/40124/m.jpg,obrazy_wydarzen_karnet/32724.jpg,Cabaret,ul. Krakowska 5,Kraków,2025-06-04,,18:00,,#muzyka #rozrywkowa,54,22,15,16,4,87.8
2467,58542,Od nowa,Spektakle teatralne,http://media.krakow.travel/photos/72766/m.jpg,obrazy_wydarzen_karnet/58542.jpg,Teatr im. Juliusza Słowackiego – Scena Miniatura (Dom Machin),pl. Świętego Ducha 2,Kraków,2025-06-04,,19:00,,#spektakle #teatralne,60,22,5,47,10,101.39999999999999
2999,59812,Blask Montparnasse’u. Sylwia Zientek w rozmowie z Delfiną Jałowik,"Wykłady, spacery i warsztaty artystyczne",http://media.krakow.travel/photos/73317/m.jpg,obrazy_wydarzen_karnet/59812.jpg,Bunkier Sztuki,pl. Szczepański 3a,Kraków,2025-06-04,,17:30,,#wykłady #spacery #warsztaty #artystyczne,47,21,7,15,4,74.8
2998,46503,Teatr Ludowy: Calineczka,Spektakle teatralne,http://media.krakow.travel/photos/58773/m.jpg,obrazy_wydarzen_karnet/46503.jpg,Teatralny Instytut Młodych,os. Teatralne 23,Kraków,2025-06-04,,11:15,,#spektakle #teatralne,52,16,11,44,3,89.6
2997,49714,Bajki dla niegrzecznych,Spektakle teatralne,http://media.krakow.travel/photos/65144/m.jpg,obrazy_wydarzen_karnet/49714.jpg,Teatr Bagatela im. Tadeusza Boya-Żeleńskiego,ul. Karmelicka 6,Kraków,2025-06-04,,11:00,,#spektakle #teatralne,49,17,7,55,3,89.39999999999999
1749,56351,Pyza na polskich dróżkach,Spektakle teatralne,http://media.krakow.travel/photos/65842/m.jpg,obrazy_wydarzen_karnet/56351.jpg,Teatr Ludowy,os. Teatralne 34,Kraków,2025-06-04,,09:00,,#spektakle #teatralne,45,15,13,27,3,76.19999999999999
2996,56351,Pyza na polskich dróżkach,Spektakle teatralne,http://media.krakow.travel/photos/65842/m.jpg,obrazy_wydarzen_karnet/56351.jpg,Teatr Ludowy,os. Teatralne 34,Kraków,2025-06-04,,09:00,,#spektakle #teatralne,29,24,7,11,5,57.800000000000004
2695,32724,Miłość ci wszystko wybaczy,Muzyka rozrywkowa,http://media.krakow.travel/photos/40124/m.jpg,obrazy_wydarzen_karnet/32724.jpg,Cabaret,ul. Krakowska 5,Kraków,2025-06-04,,18:00,,#muzyka #rozrywkowa,57,20,6,8,5,80.8
2420,46503,Teatr Ludowy: Calineczka,Spektakle teatralne,http://media.krakow.travel/photos/58773/m.jpg,obrazy_wydarzen_karnet/46503.jpg,Teatralny Instytut Młodych,os. Teatralne 23,Kraków,2025-06-04,,11:15,,#spektakle #teatralne,41,23,9,20,8,74.4
2209,32724,Miłość ci wszystko wybaczy,Muzyka rozrywkowa,http://media.krakow.travel/photos/40124/m.jpg,obrazy_wydarzen_karnet/32724.jpg,Cabaret,ul. Krakowska 5,Kraków,2025-06-04,,18:00,,#muzyka #rozrywkowa,56,17,6,7,7,77.39999999999999
3015,57313,Piosenka francuska i cancan,Spektakle taneczne,http://media.krakow.travel/photos/70750/m.jpg,obrazy_wydarzen_karnet/57313.jpg,Teatr Cabaret w Krakowie,Krakowska 5,Kraków,2025-06-05,,20:00,,#spektakle #taneczne,53,21,10,54,5,98.4
3013,53206,Nie pytaj. Ciechowski,Spektakle teatralne,http://media.krakow.travel/photos/66117/m.jpg,obrazy_wydarzen_karnet/53206.jpg,Teatr Nowy Proxima,ul. Krakowska 41,Kraków,2025-06-05,,19:15,,#spektakle #teatralne,34,17,11,211,1,138.8
3014,59807,Sinfonietta Nova: Pianohooligan,Muzyka klasyczna,http://media.krakow.travel/photos/73313/m.jpg,obrazy_wydarzen_karnet/59807.jpg,Teatr Łaźnia Nowa,os. Szkolne 25,Kraków,2025-06-05,,19:30,,#muzyka #klasyczna,51,14,9,16,4,74.80000000000001
2466,57313,Piosenka francuska i cancan,Spektakle taneczne,http://media.krakow.travel/photos/70750/m.jpg,obrazy_wydarzen_karnet/57313.jpg,Teatr Cabaret w Krakowie,Krakowska 5,Kraków,2025-06-05,,20:00,,#spektakle #taneczne,50,19,14,245,6,172.8
3012,59593,Capella Cracoviensis: 55. urodziny,Muzyka klasyczna,http://media.krakow.travel/photos/26406/m.jpg,obrazy_wydarzen_karnet/59593.jpg,Filharmonia Krakowska,ul. Zwierzyniecka 1,Kraków,2025-06-05,,19:00,,#muzyka #klasyczna,57,26,5,52,4,102.39999999999999
2565,6265,Sarenki,Spektakle teatralne,http://media.krakow.travel/photos/22767/m.jpg,obrazy_wydarzen_karnet/6265.jpg,Teatr Ludowy – Scena Pod Ratuszem,Rynek Główny 1,Kraków,2025-06-05,,19:00,,#spektakle #teatralne,49,20,11,61,4,96.8
3010,6265,Sarenki,Spektakle teatralne,http://media.krakow.travel/photos/22767/m.jpg,obrazy_wydarzen_karnet/6265.jpg,Teatr Ludowy – Scena Pod Ratuszem,Rynek Główny 1,Kraków,2025-06-05,,19:00,,#spektakle #teatralne,58,22,9,11,3,86.0
3009,59830,Trust Me / Zaufaj mi. Pokazy specjalne w Agrafce i Kice,Pokazy filmowe,http://media.krakow.travel/photos/73338/m.jpg,obrazy_wydarzen_karnet/59830.jpg,Kino Agrafka,ul. Krowoderska 8,Kraków,2025-06-05,,18:30,,#pokazy #filmowe,48,14,4,56,3,84.6
3008,59674,Reporter slam,Inne wydarzenia literackie,http://media.krakow.travel/photos/73161/m.jpg,obrazy_wydarzen_karnet/59674.jpg,Goethe-Institut Krakau,ul. Podgórska 34,Kraków,2025-06-05,,18:00,,#inne #wydarzenia #literackie,42,22,13,31,3,80.4
3007,59815,Pułapka projektowania cyfrowego: zdrowie psychiczne w świecie online,Spotkania i slajdowiska,http://media.krakow.travel/photos/73323/m.jpg,obrazy_wydarzen_karnet/59815.jpg,Instytut Cervantesa w Krakowie,ul. Kanonicza 12,Kraków,2025-06-05,,12:00,,#spotkania #slajdowiska,51,15,5,134,7,121.0
3006,20886,Kopciuszek,Spektakle teatralne,http://media.krakow.travel/photos/54601/m.jpg,obrazy_wydarzen_karnet/20886.jpg,Narodowy Stary Teatr – Scena Kameralna,ul. Starowiślna 21,Kraków,2025-06-05,,12:00,,#spektakle #teatralne,53,29,8,8,8,85.8
3005,59825,VW Beach Pro Tour Futures 2025,Wydarzenia sportowe,http://media.krakow.travel/photos/73333/m.jpg,obrazy_wydarzen_karnet/59825.jpg,Plac Jana Nowaka-Jeziorańskiego,,Kraków,2025-06-05,2025-06-08,,,#wydarzenia #sportowe,51,24,7,32,6,88.4
3016,59723,Slam w Magazynie Kultury,Inne wydarzenia literackie,http://media.krakow.travel/photos/71326/m.jpg,obrazy_wydarzen_karnet/59723.jpg,Kolanko Nº 6,ul. Józefa 17,Kraków,2025-06-05,,20:00,,#inne #wydarzenia #literackie,48,21,12,24,6,82.8
2583,56531,RENT,Spektakle teatralne,http://media.krakow.travel/photos/69902/m.jpg,obrazy_wydarzen_karnet/56531.jpg,Krakowski Teatr Variété,ul. Grzegórzecka 71,Kraków,2025-06-05,,19:00,,#spektakle #teatralne,47,17,9,63,2,91.60000000000001
3011,56531,RENT,Spektakle teatralne,http://media.krakow.travel/photos/69902/m.jpg,obrazy_wydarzen_karnet/56531.jpg,Krakowski Teatr Variété,ul. Grzegórzecka 71,Kraków,2025-06-05,,19:00,,#spektakle #teatralne,33,20,13,3,9,59.8
3017,59747,Monty Python i Święty Graal. Pokazy specjalne w Kinie KIKA,Pokazy filmowe,http://media.krakow.travel/photos/73240/m.jpg,obrazy_wydarzen_karnet/59747.jpg,Kinokawiarnia KIKA,ul. Krasickiego 18,Kraków,2025-06-05,,20:00,,#pokazy #filmowe,59,18,15,131,7,136.20000000000002
2825,59747,Monty Python i Święty Graal. Pokazy specjalne w Kinie KIKA,Pokazy filmowe,http://media.krakow.travel/photos/73240/m.jpg,obrazy_wydarzen_karnet/59747.jpg,Kinokawiarnia KIKA,ul. Krasickiego 18,Kraków,2025-06-05,,20:00,,#pokazy #filmowe,49,18,16,61,5,98.4
1439,57313,Piosenka francuska i cancan,Spektakle taneczne,http://media.krakow.travel/photos/70750/m.jpg,obrazy_wydarzen_karnet/57313.jpg,Teatr Cabaret w Krakowie,Krakowska 5,Kraków,2025-06-05,,20:00,,#spektakle #taneczne,50,27,8,58,6,100.8
1847,57313,Piosenka francuska i cancan,Spektakle taneczne,http://media.krakow.travel/photos/70750/m.jpg,obrazy_wydarzen_karnet/57313.jpg,Teatr Cabaret w Krakowie,Krakowska 5,Kraków,2025-06-05,,20:00,,#spektakle #taneczne,42,18,12,17,4,71.19999999999999
3019,26329,Kto pocieszy pechowego nosorożca?,Spektakle teatralne,http://media.krakow.travel/photos/32812/m.jpg,obrazy_wydarzen_karnet/26329.jpg,Teatr Groteska,ul. Skarbowa 2,Kraków,2025-06-06,,09:00,,#spektakle #teatralne,48,22,6,85,6,104.39999999999999
3033,44126,Pijacy (Teatr Bagatela),Spektakle teatralne,http://media.krakow.travel/photos/62290/m.jpg,obrazy_wydarzen_karnet/44126.jpg,Teatr Bagatela im. Tadeusza Boya-Żeleńskiego,ul. Karmelicka 6,Kraków,2025-06-06,,19:15,,#spektakle #teatralne,53,28,6,79,5,111.6
3034,31939,Kolacja dla głupca,Spektakle teatralne,http://media.krakow.travel/photos/39246/m.jpg,obrazy_wydarzen_karnet/31939.jpg,Teatr Ludowy,os. Teatralne 34,Kraków,2025-06-06,,19:30,,#spektakle #teatralne,47,30,7,112,5,121.0
3035,59417,Gustav Mahler Festival,Muzyka klasyczna,http://media.krakow.travel/photos/72879/m.jpg,obrazy_wydarzen_karnet/59417.jpg,Filharmonia Krakowska,ul. Zwierzyniecka 1,Kraków,2025-06-06,,19:30,,#muzyka #klasyczna,50,21,14,38,4,91.2
3036,59760,Trzeci Krakowski Nocny Przejazd Rowerowy,Wydarzenia sportowe,http://media.krakow.travel/photos/73264/m.jpg,obrazy_wydarzen_karnet/59760.jpg,Gmach Główny,al. 3 Maja 1,Kraków,2025-06-06,,19:30,,#wydarzenia #sportowe,53,27,11,10,2,85.6
3037,59198,Ferry Corsten w Hype Parku,Muzyka klubowa,http://media.krakow.travel/photos/72644/m.jpg,obrazy_wydarzen_karnet/59198.jpg,Hype Park / Kamienna12,ul. Kamienna 12,Kraków,2025-06-06,,22:00,,#muzyka #klubowa,37,22,11,28,5,73.4
1460,39279,Wujaszek Wania,Spektakle teatralne,http://media.krakow.travel/photos/49477/m.jpg,obrazy_wydarzen_karnet/39279.jpg,Teatr Ludowy – Scena Pod Ratuszem,Rynek Główny 1,Kraków,2025-06-06,,19:00,,#spektakle #teatralne,64,15,14,94,6,123.2
1739,59101,Has. Kroniki wyobraźni. Przegląd filmów Wojciecha Jerzego Hasa w Kinie Paradox,Festiwale i przeglądy filmowe,http://media.krakow.travel/photos/72542/m.jpg,obrazy_wydarzen_karnet/59101.jpg,Kino Paradox,ul. Krupnicza 38,Kraków,2025-06-06,,,,#festiwale #przeglądy #filmowe,48,26,8,32,4,87.19999999999999
3954,59819,Nie odwracaj wzroku  Refleksje wokół pokazu „Olimpii” Katarzyny Kozyry,Wystawy czasowe,http://media.krakow.travel/photos/73326/m.jpg,obrazy_wydarzen_karnet/59819.jpg,MuFo Rakowicka,ul. Rakowicka 22a,Kraków,2025-06-06,,18:00,,#wystawy #czasowe,49,14,11,172,6,136.79999999999998
3955,59774,Poza spojrzeniem,W gminach Metropolii,http://media.krakow.travel/photos/73282/m.jpg,obrazy_wydarzen_karnet/59774.jpg,Folwark Kultura w Owczarach,ul. Długa 72,Owczary,2025-06-06,2025-08-31,18:30,,#WGminach #Metropolii,64,21,10,87,3,122.19999999999999
1890,43459,Marzenia polskie / Les rêves polonais,Spektakle teatralne,http://media.krakow.travel/photos/55098/m.jpg,obrazy_wydarzen_karnet/43459.jpg,Narodowy Stary Teatr im. Heleny Modrzejewskiej,ul. Jagiellońska 1,Kraków,2025-06-06,,12:00,,#spektakle #teatralne,43,17,6,156,8,124.2
3977,44126,Pijacy (Teatr Bagatela),Spektakle teatralne,http://media.krakow.travel/photos/62290/m.jpg,obrazy_wydarzen_karnet/44126.jpg,Teatr Bagatela im. Tadeusza Boya-Żeleńskiego,ul. Karmelicka 6,Kraków,2025-06-06,,19:15,,#spektakle #teatralne,39,19,4,34,3,70.8
2655,59417,Gustav Mahler Festival,Muzyka klasyczna,http://media.krakow.travel/photos/72879/m.jpg,obrazy_wydarzen_karnet/59417.jpg,Filharmonia Krakowska,ul. Zwierzyniecka 1,Kraków,2025-06-06,,19:30,,#muzyka #klasyczna,39,20,8,67,5,87.6
4245,59577,Piękno soli,W gminach Metropolii,http://media.krakow.travel/photos/55829/m.jpg,obrazy_wydarzen_karnet/59577.jpg,Muzeum Żup Krakowskich Wieliczka,ul. Zamkowa 8,Wieliczka,2025-06-06,2025-10-31,,,#WGminach #Metropolii,37,23,12,21,1,71.20000000000002
4246,59819,Nie odwracaj wzroku  Refleksje wokół pokazu „Olimpii” Katarzyny Kozyry,Wystawy czasowe,http://media.krakow.travel/photos/73326/m.jpg,obrazy_wydarzen_karnet/59819.jpg,MuFo Rakowicka,ul. Rakowicka 22a,Kraków,2025-06-06,,18:00,,#wystawy #czasowe,58,16,12,90,9,115.8
4248,59101,Has. Kroniki wyobraźni. Przegląd filmów Wojciecha Jerzego Hasa w Kinie Paradox,Festiwale i przeglądy filmowe,http://media.krakow.travel/photos/72542/m.jpg,obrazy_wydarzen_karnet/59101.jpg,Kino Paradox,ul. Krupnicza 38,Kraków,2025-06-06,,,,#festiwale #przeglądy #filmowe,57,23,14,71,3,112.80000000000001
4533,59577,Piękno soli,W gminach Metropolii,http://media.krakow.travel/photos/55829/m.jpg,obrazy_wydarzen_karnet/59577.jpg,Muzeum Żup Krakowskich Wieliczka,ul. Zamkowa 8,Wieliczka,2025-06-06,2025-10-31,,,#WGminach #Metropolii,40,19,8,83,2,93.60000000000001
4534,59101,Has. Kroniki wyobraźni. Przegląd filmów Wojciecha Jerzego Hasa w Kinie Paradox,Festiwale i przeglądy filmowe,http://media.krakow.travel/photos/72542/m.jpg,obrazy_wydarzen_karnet/59101.jpg,Kino Paradox,ul. Krupnicza 38,Kraków,2025-06-06,,,,#festiwale #przeglądy #filmowe,53,24,2,36,10,89.80000000000001
3032,43399,Piosenki odnowa. Kamila Klimczak,Inne przedstawienia,http://media.krakow.travel/photos/65143/m.jpg,obrazy_wydarzen_karnet/43399.jpg,Teatr Bagatela – Scena na Sarego 7,ul. Sarego 7,Kraków,2025-06-06,,19:15,,#inne #przedstawienia,55,22,8,54,4,99.8
3018,59101,Has. Kroniki wyobraźni. Przegląd filmów Wojciecha Jerzego Hasa w Kinie Paradox,Festiwale i przeglądy filmowe,http://media.krakow.travel/photos/72542/m.jpg,obrazy_wydarzen_karnet/59101.jpg,Kino Paradox,ul. Krupnicza 38,Kraków,2025-06-06,,,,#festiwale #przeglądy #filmowe,45,17,8,52,6,85.4
3031,59765,"Bardzo Czarodziejska Góra, czyli impro literackie z Thomasem Mannem",Inne przedstawienia,http://media.krakow.travel/photos/73270/m.jpg,obrazy_wydarzen_karnet/59765.jpg,Goethe-Institut Krakau,ul. Podgórska 34,Kraków,2025-06-06,,19:00,,#inne #przedstawienia,55,14,7,36,11,87.00000000000001
3028,39279,Wujaszek Wania,Spektakle teatralne,http://media.krakow.travel/photos/49477/m.jpg,obrazy_wydarzen_karnet/39279.jpg,Teatr Ludowy – Scena Pod Ratuszem,Rynek Główny 1,Kraków,2025-06-06,,19:00,,#spektakle #teatralne,47,16,16,57,6,93.39999999999999
3020,59577,Piękno soli,W gminach Metropolii,http://media.krakow.travel/photos/55829/m.jpg,obrazy_wydarzen_karnet/59577.jpg,Muzeum Żup Krakowskich Wieliczka,ul. Zamkowa 8,Wieliczka,2025-06-06,2025-10-31,,,#WGminach #Metropolii,47,27,7,64,3,99.0
1967,43399,Piosenki odnowa. Kamila Klimczak,Inne przedstawienia,http://media.krakow.travel/photos/65143/m.jpg,obrazy_wydarzen_karnet/43399.jpg,Teatr Bagatela – Scena na Sarego 7,ul. Sarego 7,Kraków,2025-06-06,,19:15,,#inne #przedstawienia,59,23,13,73,4,115.2
3511,59101,Has. Kroniki wyobraźni. Przegląd filmów Wojciecha Jerzego Hasa w Kinie Paradox,Festiwale i przeglądy filmowe,http://media.krakow.travel/photos/72542/m.jpg,obrazy_wydarzen_karnet/59101.jpg,Kino Paradox,ul. Krupnicza 38,Kraków,2025-06-06,,,,#festiwale #przeglądy #filmowe,55,21,14,36,7,96.00000000000001
2461,31939,Kolacja dla głupca,Spektakle teatralne,http://media.krakow.travel/photos/39246/m.jpg,obrazy_wydarzen_karnet/31939.jpg,Teatr Ludowy,os. Teatralne 34,Kraków,2025-06-06,,19:30,,#spektakle #teatralne,50,24,8,86,4,109.2
3021,43459,Marzenia polskie / Les rêves polonais,Spektakle teatralne,http://media.krakow.travel/photos/55098/m.jpg,obrazy_wydarzen_karnet/43459.jpg,Narodowy Stary Teatr im. Heleny Modrzejewskiej,ul. Jagiellońska 1,Kraków,2025-06-06,,12:00,,#spektakle #teatralne,46,23,7,82,7,102.80000000000001
3022,59683,Pierwsza randka. Rozmowy o relacjach. Spotkanie z Natalią Kusiak,Spotkania i wykłady literackie,http://media.krakow.travel/photos/73166/m.jpg,obrazy_wydarzen_karnet/59683.jpg,Puro Hotel,ul. Halicka 14a,Kraków,2025-06-06,,18:00,,#spotkania #wykłady #literackie,48,25,8,74,5,103.4
3023,59804,Krótka historia fortepianu,Muzyka klasyczna,http://media.krakow.travel/photos/68399/m.jpg,obrazy_wydarzen_karnet/59804.jpg,Fortepiano Atelier,ul. Kopernika 19 (wejście nr 2 / entrance No. 2),Kraków,2025-06-06,,18:00,,#muzyka #klasyczna,61,22,15,91,7,125.4
3024,59819,Nie odwracaj wzroku  Refleksje wokół pokazu „Olimpii” Katarzyny Kozyry,Wystawy czasowe,http://media.krakow.travel/photos/73326/m.jpg,obrazy_wydarzen_karnet/59819.jpg,MuFo Rakowicka,ul. Rakowicka 22a,Kraków,2025-06-06,,18:00,,#wystawy #czasowe,66,22,9,43,7,107.60000000000001
945,26329,Kto pocieszy pechowego nosorożca?,Spektakle teatralne,http://media.krakow.travel/photos/32812/m.jpg,obrazy_wydarzen_karnet/26329.jpg,Teatr Groteska,ul. Skarbowa 2,Kraków,2025-06-06,,09:00,,#spektakle #teatralne,53,20,9,18,1,81.80000000000001
